,_id,listing_id,created,dateListed,dateUpdated,saleMethod,saleMode,displayPrice,minimumPrice,maximumPrice,isInspectionsByAppointmentOnly,url,statementOfInformation,state,streetNumber,street,suburb,postcode,displayAddress,latitude,longitude,bathrooms,bedrooms,carspaces,description,headline,isNewDevelopment,propertyType,landAreaSqm,advertiserType,advertiserId,unitNumber
0,6155208cfd8729c049474af5,2017278297,2021-09-30 02:26:12.895734,2021-09-24 06:43:18+00:00,2021-09-27 22:29:18.300000+00:00,auction,buy,"$950,000 - $1,050,000",950000,1050000,False,https://www.domain.com.au/12c-melrose-street-mordialloc-vic-3195-2017278297,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/comaust%235600%23l14795446%23,VIC,12C,Melrose Street,Mordialloc,3195,"12C Melrose Street, Mordialloc VIC 3195",-37.999497,145.086221,2,3,2,"OPEN FOR PRIVATE INSPECTION SAT 2ND OCTOBER - 11:00AM - 12:30PM

Call Today to Pre-Book your Inspection! Limited Spaces Available!!

This property is available for private one-on-one inspections. 
It is a requirement for buyers to book an appointment before attending any inspection 
Don't miss yours contact  Jonathon on 0476 241 706 or email Jonathon.hannan@raywhite.com to make a booking.

Set at the rear of an attractive allotment shared with only two other residences, this exceptional modern unit brings size and style together to create a superlative single level combination close to shopping options, Bradshaw Park, the beach and central to both Parkdale and Mordialloc train stations. Ducted heating throughout, timber floors and faultless presentation have an instant impact throughout spaces that include a generous living/dining area, a sparkling stainless steel equipped kitchen and a substantial study zone. The Master bedroom has its own ensuite, while the two other desirable bedrooms share a modern central bathroom. The presence of private decking enhances appealing outdoor surroundings, further complemented by the convenience of a secure double garage. A great way to live, a wise way to invest.","Enjoy, Invest, Best Of Both!",False,house,,agency,5600,
1,61552285fd8729c049474af6,2017273091,2021-09-30 02:35:31.331938,2021-09-22 09:24:07+00:00,2021-09-22 09:24:07.580000+00:00,privateTreaty,buy,"$580,000",580000,580000,True,https://www.domain.com.au/7-143-nepean-highway-aspendale-vic-3195-2017273091,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%233937%23dom_123_1111666%23,VIC,143,Nepean Highway,Aspendale,3195,"7/143 Nepean Highway, Aspendale VIC 3195",-38.0271636,145.1015445,1,2,1,"Live with cafes at the door, a panoramic view from the rooftop, and cool coastal style inside! Rising above it all between the sand and the station, this two bedroom,1.5 bathroom apartment takes beachside living to new heights with a clever configuration, a bonus balcony and remarkable roof-deck living! 

Opening out with an airy open-plan flowing to a full-width balcony plus a secluded private balcony for the master, this beachside apartment has clever features at every turn  including a Euro laundry hidden alongside the prestige kitchen, a surprising walk-through robe to the two-way bespoke bathroom, and a bonus 'secret' second WC. Distinctively detailed with cool stone benchtops, chocolatey oak floors and shiny mirror-robes, this reverse-cycle air-conditioned home has all the standard extras too - including intercom-entry, climate and noise controlling double-glazing, and basement garaging.

But perhaps the biggest extra of all is an inviting panorama-view  communal roof-garden. With all the welcoming appeal of a cool beachfront bar, this spectacular space has built-in seating to relax on, decking to laze on and a breathtaking view from Arthur's Seat to Beaumaris Bay to enjoy! For more information about this beachside apartment contact Natalie Lerpiniere at Buxton Mentone on 0402 075 412.","Step Onto the Train, Step Up to the Roof",False,apartmentUnitFlat,,agency,3937,
2,615522affd8729c049474af7,2017272108,2021-09-30 02:36:22.026958,2021-09-22 05:44:10+00:00,2021-09-27 07:59:22.480000+00:00,privateTreaty,buy,"$1,350,000 - $1,400,000",1350000,1400000,True,https://www.domain.com.au/30-yackatoon-avenue-aspendale-vic-3195-2017272108,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%234316%23dom_676_1111447%23,VIC,30,Yackatoon Avenue,Aspendale,3195,"30 Yackatoon Avenue, Aspendale VIC 3195",-38.0270191,145.1088977,1,3,2,"INSPECTIONS STRICTLY BY PRIVATE APPOINTMENT ONLY, BOOK VIA: https://buxtonchelsea.realestatebookings.com/?id=1488

Forthcoming Auction

Boasting picturesque leafy vistas across the rolling green, this fabulous three-bedroom family home is perfectly positioned just minutes to everything Aspendale has to offer. Nestled on the edge of pristine Rossdale Golf Course and walking distance from spectacular stretches of coastline, this is your chance to stake your claim in this highly desirable lifestyle pocket. Impeccably presented and drenched in natural light, inside reveals an inviting formal lounge room with decorative fireplace, a classic timber kitchen at the home's heart accompanied by a spacious dining area, and second family room with sliding doors to a sun-kissed alfresco zone set amongst beautiful garden surrounds with lush lawn for kids to play, and gate access onto the course for the avid golfer. There's three sizable bedrooms, the main including mirrored built-in robes, a family bathroom with separate shower and bath, plus the comfort of ducted heating, ceiling fans and split-systems. This wonderful property is further complemented by stunning polished timber floorboards throughout, a garden shed, outdoor blinds, lockup garage, carport and ample off-street parking. Situated 650m (approx.) from cafes, shops and the train, and few steps further to glorious Aspendale beach, plus with schools, parks and playgrounds all conveniently close by  this sweet family home is ready to make your own.",Rare Family Find on the Green,False,house,533.0,agency,4316,
3,61552e7fa61be1df526af669,2017287671,2021-09-30 03:26:54.873732,2021-09-29 05:46:33+00:00,2021-09-29 06:09:44.577000+00:00,auction,buy,"$550,000 - $590000",550000,590000,True,https://www.domain.com.au/4-84-lower-dandenong-road-parkdale-vic-3195-2017287671,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%233918%23dom_192_1114429%23,VIC,84,Lower Dandenong Road,Parkdale,3195,"4/84 Lower Dandenong Road, Parkdale VIC 3195",-37.9839918,145.0832162,1,2,1,"INSPECTIONS BY APPOINTMENT - CONTACT AGENT
Set at the rear of a block of just four homes, this well-maintained unit enjoys a prized position 
within moments of everyday conveniences. A bus stop metres away, Thrift Park a short stroll 
and parks nearby, everything you could need is readily on-hand.
Rear units are always in hot demand thanks to greater privacy and larger outdoor space. 
This unit is definitely the case with a fabulous wraparound yard offering ample space to enjoy the
fresh air. Indoors, there is a combined living/dining zone that heads round to meet a well-
equipped kitchen featuring with a stainless steel oven, induction cooktop and dishwasher 
and create a wonderful indoor/outdoor entertaining zone.
Fitted robes star in both of the bedrooms which share a bright central bathroom and separate WC.
Laundry with access to the yard, split system heating/cooling plus garage with a practical
workshop space are all on offer.
For all enquiries please contact Mark Eddy 0408 198 308 Hodges Mentone/Chelsea.",PEACEFUL REAR POSITION,False,apartmentUnitFlat,,agency,3918,
4,61552e7fa61be1df526af66b,2017286716,2021-09-30 03:26:55.054060,2021-09-29 03:13:40+00:00,2021-09-29 06:33:11.397000+00:00,privateTreaty,buy,"$600,000 - $650,000",600000,650000,True,https://www.domain.com.au/2-114-warren-road-mordialloc-vic-3195-2017286716,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%233937%23dom_123_1114199%23,VIC,114,Warren Road,Mordialloc,3195,"2/114 Warren Road, Mordialloc VIC 3195",-37.9910415,145.094018,1,2,2,"OFFERS CLOSING MONDAY 18TH OCTOBER AT 1PM

TO BOOK A PRIVATE APPOINTMENT TO INSPECT THIS HOME PLEASE CLICK THE LINK BELOW:
https://buxtonmentone.realestatebookings.com/?id=1580

Enjoying all the convenience of its accessible address, yet set right back with a captivating parkside aspect, this pristine townhouse is a perfectly located low maintenance setting. Flushed with natural light and with secure outdoor areas front and back, those with young children and fur babies will love the spaces on offer.

With a ground floor dedicated to entertaining, the accommodation offers an open plan living and dining zone that extends from the bright kitchen (stainless steel appliances)  thanks to the fluid layout, there are lovely leafy views to be enjoyed right from the kitchen and out to the alfresco deck where there is plenty of scope to gather with friends outdoors.

Both generous bedrooms with fitted wardrobes are tucked away upstairs, the master taking in vistas of the reserve, whilst a fresh central bathroom with handy separate WC is also on this level. Split system heating/cooling on both levels takes care of seasonal comfort, finalising the proposition are a full laundry, ample storage plus carport parking and a tennis court shared between units in the block.

Metres to bus stops and Walter Galt Reserve, this locale is adjacent the zoned Parkdale Secondary College and close to both neighbourhood and major shopping options.",Parkside Alfresco Entertainer!,False,townhouse,,agency,3937,
5,61552ee53de12bf25fcbb690,2017288340,2021-09-30 03:28:19.715229,2021-09-29 07:44:57+00:00,2021-09-29 07:44:57.730000+00:00,auction,buy,"$1,250,000 - $1,350,000",1250000,1350000,True,https://www.domain.com.au/251-como-parade-east-parkdale-vic-3195-2017288340,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%233918%23dom_192_1114590%23,VIC,251,Como  Parade East,Parkdale,3195,"251 Como  Parade East, Parkdale VIC 3195",-37.9969644,145.0813257,2,3,3,"INSPECTIONS BY APPOINTMENT - CONTACT AGENT
If you are looking for pristine interiors that are ready to be enjoyed, then look no further than this glorious home on a leafy beachside corner. Boasting a position just a stroll from the village, the home manages to create the perfect balance between space and easy maintenance.
Down a meandering brick path, a shady verandah provides a charming welcome and once inside, warm hardwood floor and a calming coastal palette star. Warmed by an open fireplace, the spacious lounge flows easily to an inviting dining & entertaining zone where the stone-topped kitchen with 900mm stainless steel oven offers an ideal setting to cater for guests. Fabulous summer get-togethers are made even better thanks to a superbly private alfresco deck with built-in pizza oven - the secure garden allows space for the kids to play as dinner cooks.
With a window seat and plantation shutters, the ensuite master is a tranquil space to relax  all three bedrooms offer ample built-in robes, whilst a sparkling central bathroom, brilliant laundry with masses of storage plus ducted heating/cooling, a split system and ample onsite parking conclude an irresistible package.
A kilometre to the beach, 600m to the station and cafes and just moments to Parkdale Plaza, this highly coveted locale is also within easy reach of Parkdale Primary School and zoned for both MGSC/PSC.
For all enquiries please contact Katrina O'Brien 0411 626 394 Hodges Mentone/Chelsea.",GET READY TO FALL IN LOVE!,False,house,,agency,3918,
6,61552ee53de12bf25fcbb692,2017286593,2021-09-30 03:28:19.923921,2021-09-29 02:54:08+00:00,2021-09-29 10:53:13.130000+00:00,auction,buy,"$1,500,000 - $1,550,000",1500000,1550000,True,https://www.domain.com.au/62-iluka-avenue-aspendale-vic-3195-2017286593,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%233937%23dom_123_1114176%23,VIC,62,Iluka Avenue,Aspendale,3195,"62 Iluka Avenue, Aspendale VIC 3195",-38.0255626,145.1110526,2,4,2,"TO BOOK A PRIVATE APPOINTMENT TO INSPECT THIS HOME PLEASE CLICK THE LINK BELOW 
https://buxtonmentone.realestatebookings.com/?id=1579

Better than new, designed to impress & brimming with the finest of finishes, this beautiful home is a family offering of the highest calibre. Just three years' young, it is matched by a first-class family locale where schools, shops, parks and the bay are all merely footsteps away.

Boasting a thoughtfully conceived floorplan, the home has been cleverly zoned for family harmony. Upon entry, the elegant and peacefully positioned master is the first room you will encounter. Here, fashionable plantation shutters add a touch of sophistication while a large walk-in robe and luxe ensuite are also included. 

A tranquil sitting room is perfect for quiet nights in while further on, the vast open plan living/dining area is a space the entire family can enjoy together. Taking pride of place is a sleek entertainer's kitchen with stone bench tops and butler's pantry; it is perfectly placed for indoor dining as well as alfresco meals on the sheltered deck.

Three generous additional bedrooms (two with walk-in robes & one with built-ins) and a family bathroom create a separate children's wing while wrapping up a truly faultless package are ducted heating/cooling, split system, laundry with ample storage, beautifully manicured gardens plus 2.5 car auto garage with handy shopper's entrance & well as rear roller door access. The home also boasts a 7-star energy rating.",Designer style meets family functionality,False,house,536.0,agency,3937,
7,61552ee63de12bf25fcbb694,2017284902,2021-09-30 03:28:20.133840,2021-09-28 07:22:19+00:00,2021-09-28 07:22:19.787000+00:00,auction,buy,"$1,350,000 - $1,400,000",1350000,1400000,True,https://www.domain.com.au/14-atherton-close-aspendale-gardens-vic-3195-2017284902,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%2321178%23dom_113_1113795%23,VIC,14,Atherton Close,Aspendale Gardens,3195,"14 Atherton Close, Aspendale Gardens VIC 3195",-38.0268937,145.1167633,2,4,4,"INSPECTIONS BY PRIVATE APPOINTMENT ONLY, PLEASE CONTACT AGENT FOR DETAILS

Find an exclusive family design in the court location of a lifetime. Crowning a secluded court in a super-central location, this spectacular four bedroom plus home-office, 2.5 bathroom home rises above the rest with a towering family lounge soaring over 6m from sunken floor-level to a vaulted roofline, a quiet media lounge set quietly aside for home-entertainment, and a BBQ plumbed poolside al fresco area enclosed by Zip blinds for all-weather entertaining!

A state-of-the-art builder's own home, now passed on to a second generation, this impressive home is sleekly upgraded with a state-of-the-art prestige appliance kitchen, luxe newly styled bathrooms, the latest wideboard oak floorboards and the coolest stone benchtops. Designed for modern family life with a spectacular ground-floor master-domain (flowing from a robed dressing area, to luxe ensuite, to an indoor-out spa-pavilion with fully-tiled spa), this clever design steps up to a dedicated children's level and includes a flexible home-office perfect as a fifth bedroom!

Even the appointments offers exceptional attention to detail, with ducted heating plus individual reverse-cycle climate-control to virtually every room, ducted vacuum, and intercom. Even the outdoors are optioned up - with 10-car parking, including a double carport and oversize double auto-garage with workshop storage. and dual-heating (gas and solar) for the fully-compliant pool in landscaped and LED lit gardens.

With Aspendale Gardens Sports Grounds almost over the back fence and the primary school and shopping centre within a couple of blocks, this expansive home  has an exceptional family lifestyle at the door, the beachside shopping strips and  stations within minutes and in-demand Parkdale Secondary College in reach.",Soaring Style in a Secluded Court,False,house,651.0,agency,21178,
8,61552ee63de12bf25fcbb696,2017284527,2021-09-30 03:28:20.318913,2021-09-28 06:16:23+00:00,2021-09-28 06:16:23.500000+00:00,auction,buy,"$480,000 - $520,000",480000,520000,True,https://www.domain.com.au/15-6-8-olive-grove-parkdale-vic-3195-2017284527,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%233918%23dom_192_1113724%23,VIC,6-8,Olive Grove,Parkdale,3195,"15/6-8 Olive Grove, Parkdale VIC 3195",-37.9859405,145.0793455,1,2,1,"INSPECTIONS BY APPOINTMENT - CONTACT AGENT
The perfect start on your property journey, whether that be as a savvy owner occupier or smart investor, this neat unit is ideally located within an amenity-rich part of town. Just moments from Thrift Park shops & eateries and within easy reach of both Mentone & Parkdale hubs, this location is also close to buses, Southland and the beach  there really is nothing more you could need! 
Set within a secure group and offering an alfresco area front and back, the home features hardwood floors through the good-sized living room that connects to a well-equipped eat-in kitchen offering stainless steel appliances including a dish-drawer dishwasher. Outside, a blank canvas courtyard is an easy-care space to enjoy some fresh air, whilst both of the bedrooms offer fitted wardrobes and share a bright bathroom/laundry. Split system heating/cooling and intercom entry are also included along with on-site parking and remote gates.
A great opportunity to springboard into Parkdale's premium postcode and secure a desirably located investment, downsizer or renovation opportunity
For all enquiries please contact Andrew Plousi 0411 799 023 Hodges Mentone/Chelsea.","RELAX, INVEST OR RENOVATE IN 3195!",False,apartmentUnitFlat,,agency,3918,
9,61552ee63de12bf25fcbb698,2017284515,2021-09-30 03:28:20.489671,2021-09-28 06:14:12+00:00,2021-09-28 06:44:16.190000+00:00,auction,buy,"$850,000 - $900,000",850000,900000,True,https://www.domain.com.au/9-442-444-nepean-highway-parkdale-vic-3195-2017284515,https://s3-ap-southeast-2.amazonaws.com/p-statement-of-information/webit%233918%23dom_192_1113721%23,VIC,442-444,Nepean Highway,Parkdale,3195,"9/442-444 Nepean Highway, Parkdale VIC 3195",-37.99762399999999,145.083266,2,3,2,"INSPECTIONS BY APPOINTMENT - CONTACT AGENT
Style and convenience go hand-in-hand at this as-new townhouse which enjoys low-traffic service road access and is brimming with quality inclusions. Beachside of the highway, with the wonderful amenities of Parkdale Plaza opposite, it should be at the top of your inspection list if you are seeking well-located contemporary accommodation that is beautifully finished and ready to be enjoyed.
Highlights of a standout offering include a spacious lounge/meals area, chic stone kitchen with premium appliances plus three upstairs bedrooms, all with built-in robes. The sun-filled master has its own designer ensuite while an equally impressive main bathroom is also offered along with a handy ground floor powder room.
Fashionable wide-board flooring adds an effortless touch of coastal sophistication & warmth  wrapping up a fabulously low maintenance package are multiple split systems (all bedrooms & main living zone), Euro laundry, secure courtyard, 6.6kw solar panels and two external storage cupboards. A double garage is also included.
Within walking distance of Parkdale & Mordialloc's vibrant café & shopping hub, this stunning light-lavished home is also just moments to Parkdale Primary School, public transport, parks and the bay. It also boasts prized Parkdale Secondary & Mentone Girls' secondary zoning.
For all enquiries please contact Andrew Plousi 0411 799 023 Hodges Mentone/Chelsea.",STUNNING AS-NEW EASY LIVING,False,townhouse,,agency,3918,
